Customer_Ratings1star,Customer_Ratings2star,Customer_Ratings3star,Customer_Ratings4star,Customer_Ratings5star,P_Description,P_MRP,P_Name,P_Price,P_Rating,P_Ratingcount,P_Title,P_Url,Seller_Name,Seller_Url,Technical_Specification,You_Save
27% of reviews have 1 stars,8% of reviews have 2 stars,10% of reviews have 3 stars,19% of reviews have 4 stars,37% of reviews have 5 stars,"Step out in style with the Skullcandy JIB in ear headphones gracing your ears. Harnessing progressive audio technologies, this headset is extremely effective in belting out acoustics that incorporates a harmonious blend of sound waves inherent in the audio spectrum. This Skullcandy headset is highly portable enabling you to wear it and carry it with ease. It comes with an additional pair of silicone ear bud sleeves ensuring a good fit. The Skullcandy in ear bass headphones are endowed with powerful 10mm drivers that help in completely filtering out undesirable noise resulting in the reflection of punchy and crispy bass.",799.00,Skullcandy Jib Wired in-Earphone Headphone Information,539.00,3.3 out of 5 stars,"6,022 ratings",Skullcandy Jib Wired in-Earphone Without Mic (Grey/Swirl Black),https://www.amazon.in/Skullcandy-Ear-Headphones-Swirl-Black/dp/B01D50I8CI/ref=sr_1_909?dchild=1&qid=1594319197&s=electronics&sr=1-909&x=10&y=7,CLICKBUY,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ALG331RMQZQO6&isAmazonFulfilled=1,"([('Brand', 'Skullcandy'), ('Model', 'S2DUJZ-522'), ('Model Name', 'JIB'), ('Model Year', '2018'), ('Item Weight', '13.6 g'), ('Product Dimensions', '6.6 x 3.3 x 13 cm'), ('Batteries:', '1 Lithium ion batteries required. (included)'), ('Item model number', 'S2DUJZ-522'), ('Hardware Platform', 'PC, Tablet, Laptop, Smartphone, MP3 Player'), ('Additional Features', 'noise cancelling'), ('Included Components', 'JIB Wireless Headphones, 2 Pairs of Silicone Ear Gels (Small, Medium), 1 Micro USB to USB Charging Cable'), ('Number Of Items', '1'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'No'), ('Battery Cell Composition', 'Lithium Ion'), ('Connector Type', 'Wired'), ('Material', 'Plastic'), ('Contains Liquid Contents', 'No'), ('Has Auto Focus', 'No'), ('Programmable Buttons', 'No')],)",260.00 (33%)
18% of reviews have 1 stars,6% of reviews have 2 stars,9% of reviews have 3 stars,8% of reviews have 4 stars,60% of reviews have 5 stars,,"4,999.00",HolyHigh VV1 Bluetooth Earbuds Headphone Information,"1,999.00",3.8 out of 5 stars,176 ratings,"HolyHigh VV1 Bluetooth Earbuds Earphones Headphones with Mic, Ture Wireless Bluetooth 5.0 Stereo Sound Calls, 20 Hours Playtime, IPX5 Sweatproof Sports Earbuds for Mobile Laptop (White)",https://www.amazon.in/HolyHigh-Bluetooth-Earphones-Headphones-Sweatproof/dp/B083374WCJ/ref=sr_1_907?dchild=1&qid=1594319197&s=electronics&sr=1-907&x=10&y=7,HolyHigh Store,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AVFH9DU6S8LTZ&isAmazonFulfilled=1,"([('Brand', 'HolyHigh'), ('Model', 'VV1-2020'), ('Item Weight', '99.8 g'), ('Package Dimensions', '12.2 x 9.6 x 4 cm'), ('Item model number', 'VV1-2020'), ('Hardware Platform', 'Smartphone'), ('Compatible Devices', 'compatible with all mobile lattop'), ('Additional Features', 'Ture wireless Earbuds, Blutooth 5.0 more stable connection, HiFi sound 20H Play time, Built In Micphone, IPx6 waterproof, Lightweight, Auto Pairing, compatible with all mobile lattop'), ('Amplifier Type', 'Transistor'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear')],)","3,000.00 (60%)"
16% of reviews have 1 stars,10% of reviews have 2 stars,10% of reviews have 3 stars,20% of reviews have 4 stars,44% of reviews have 5 stars,UBON GP-321 3.5mm In-Ear Earphone with Mic Clear Sound Audio & Dynamic Bass Plug-in Earbuds for Mobile Smartphone Tablet Laptop (Black),245.00,UBON GP-321 3.5mm in-Ear Headphone Information,199.00,3.7 out of 5 stars,91 ratings,UBON GP-321 3.5mm in-Ear Earphone with Mic Clear Sound Audio & Dynamic Bass Plug-in Earbuds for Mobile Smartphone Tablet Laptop (Black),https://www.amazon.in/UBON-Its-About-Earphone-GP-321/dp/B07F81FVXN/ref=sr_1_940?dchild=1&qid=1594319213&s=electronics&sr=1-940&x=10&y=7,Ubon Planet,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2E25OQD0N8U9E,"([('Brand', 'UBON'), ('Model', 'GP-321'), ('Item Weight', '81.6 g'), ('Product Dimensions', '28 x 18 x 8 cm'), ('Item model number', 'GP-321'), ('Hardware Platform', 'Tablet, Laptop, Smartphone'), ('Additional Features', 'integrated remote control'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired')],)",46.00 (19%)
,"(None,)","(None,)","(None,)","(None,)","JNS Earphones for all devices Enjoy feet tapping music with this pair of wired earphones. Whether you are travelling in the bus or working at your office, keep yourself entertained by listening to your favourite tunes in high-quality with this headset. These wired, in-the-ear earphones not only offer a secure fit but also offer a long-lasting comfort. This pair of earphones comes with an inline remote which offers better control so that you can pause and play music without having to fidget with your phone. The practical answer/end button makes it easy to manage calls and you can listen to tunes on the music player on your compatible mobile device. Features : Make calls or listen to music with this Genuine Hands Free Kit. The practical answer/end button makes it easy to manage calls and you can listen to tunes on the music player on your compatible mobile device. 3.5 mm jack mp3 earphones with mic for All mobiles. Enjoy feet tapping music with this pair of vi-vo wired earphones. Whether you are travelling in the bus or working at office, keep yourself entertained by listening to your favorite tunes in high-with this headset. These wired, in-the-ear earphones not only a secure fit but also a long-lasting comfort. In line remote this pair of earphones comes with an inline remote which better control - you can pause and play music without having to fidget with your phone. Features : make calls or listen to music with this kit. The practical answer/end button makes it easy to manage calls and you can listen to tunes on the music player on your compatible mobile device.",399.00,JNS Vi-vo Headphone Information,179.00,"(None,)",,JNS Vi-vo Earphones for Mobile 3.5mm Jack with mic. (White/Black) Compatible with All Android/Smartphones Op-po vi-vo m-i sam-Sung huwa-i hono-r JNS Online Store (VIVO),https://www.amazon.in/JNS-Earphones-Compatible-Smartphones-sam-Sung/dp/B08BMQGQ46/ref=sr_1_938?dchild=1&qid=1594319213&s=electronics&sr=1-938&x=10&y=7,Retro King Retail,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1XD5VSSFF2GIX,"([('Brand', 'JNS'), ('Item part number', 'JNS-ERP-001'), ('Hardware Platform', 'Smartphone'), ('Compatible Devices', 'Smartphones/Tablet, Laptop/pc, mp3/mp4'), ('Additional Features', 'in-ear'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'In Ear'), ('Connector Type', 'Wired')],)",220.00 (55%)
12% of reviews have 1 stars,7% of reviews have 2 stars,12% of reviews have 3 stars,24% of reviews have 4 stars,45% of reviews have 5 stars,,"5,990.00",Product information,"3,999.00",3.8 out of 5 stars,57 ratings,"Audio-Technica ATH-S200BTGBL Bluetooth Wireless On-Ear Headphones with Built-in Mic & Controls, Gray/Blue",https://www.amazon.in/Audio-Technica-ATH-S200BTGBL-Bluetooth-Wireless-Headphones/dp/B07BPJX23S/ref=sr_1_937?dchild=1&qid=1594319213&s=electronics&sr=1-937&x=10&y=7,TPS Technologies,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AJRK4JF48YXA&isAmazonFulfilled=1,"([('Brand', 'Audio-Technica'), ('Model', 'ATH-S200BTGBL'), ('Item Weight', '431 g'), ('Product Dimensions', '25.4 x 10.2 x 22.9 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'ATH-S200BTGBL'), ('Hardware Platform', 'Smartphone'), ('Additional Features', 'integrated remote control'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'On Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth'), ('Includes Rechargable Battery', 'Yes')],)","1,991.00 (33%)"
76% of reviews have 1 stars,"(None,)","(None,)","(None,)",24% of reviews have 5 stars,"KASIAThis high bass earphones are known for their compact design,easily wear, Light and compact,audio quality, Comfortable to wear for extended periods of time, these earphones also produce impressive sound quality with a sound signature that is true to life.",299.00,High bass Wired in-Ear Phones Headphone Information,130.00,2.0 out of 5 stars,9 ratings,"High bass Wired in-Ear Phones with 3.5 mm Jack and mic for vivo and All Other Android, Color-White- by Kasia™",https://www.amazon.in/Wired-Phones-Android-Color-White-KasiaTM/dp/B082WXPH6C/ref=sr_1_939?dchild=1&qid=1594319213&s=electronics&sr=1-939&x=10&y=7,Retro King Retail,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1XD5VSSFF2GIX,"([('Brand', 'Generic'), ('Model', 'KEPV-1150'), ('Item Weight', '77.1 g'), ('Product Dimensions', '120 x 2 x 2 cm'), ('Item model number', 'KEPV-1150'), ('Hardware Platform', 'Smartphone'), ('Compatible Devices', 'all android'), ('Additional Features', 'in-ear'), ('Number Of Items', '1'), ('Headphones Form Factor', 'In Ear'), ('Connector Type', 'Wired')],)",169.00 (57%)
8% of reviews have 1 stars,5% of reviews have 2 stars,6% of reviews have 3 stars,20% of reviews have 4 stars,61% of reviews have 5 stars,"Here is the process of how to reset bazzpod bean 1. Put them back to the case. 2. Take them out of the charging box, two earbuds are flashing 3.press the button of left one for four times, remember it must be pressed very quickly. 4. Then the left one will pick up the new right one and become a pair","3,999.00",bazzpod Bean True Wireless Earbuds Headphone Information,"1,999.00",4.2 out of 5 stars,264 ratings,"bazzpod Bean True Wireless Earbuds with BT v5.0, IPX 4 Water and Sweat Resistance, Upto 20hrs Total Playback, Deep & Rich Sound and in-Built Mic (Black)",https://www.amazon.in/bazzpod-Wireless-Earbuds-Resistance-Built/dp/B081VDDL8F/ref=sr_1_913_sspa?dchild=1&qid=1594319213&s=electronics&sr=1-913-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE5OVFHNUMwMVdERDkmZW5jcnlwdGVkSWQ9QTAzMjkyMDgyRE5OM0Q3UVRUSDZQJmVuY3J5cHRlZEFkSWQ9QTAxNTAzMzMyUlJBOVk5WjNUMUIwJndpZGdldE5hbWU9c3BfYXRmX2Jyb3dzZSZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,Vortech Corp,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A12UCW8N964WQA,"([('Brand', 'bazzpod'), ('Model', 'bazzpod bean'), ('Item Weight', '200 g'), ('Product Dimensions', '12.2 x 8.3 x 5.8 cm'), ('Batteries:', '3 Lithium Polymer batteries required. (included)'), ('Item model number', 'bazzpod bean'), ('Additional Features', 'water-resistant'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Ion'), ('Connector Type', 'Bluetooth'), ('Material', 'Plastic')],)","2,000.00 (50%)"
20% of reviews have 1 stars,9% of reviews have 2 stars,11% of reviews have 3 stars,19% of reviews have 4 stars,42% of reviews have 5 stars,"JBL E15 in-ear headphones are style and substance, all rolled in one. Despite their compact form, its 8.6mm drivers deliver full-spectrum signature JBL sound. With angled ear buds and multiple size ear tips, they deliver fit and comfort for extended listening no matter what you are doing - working, commuting or just making your way around town. Its tangle-free fabric cable, lightweight design, convenient carrying pouch for easy storage and one-button universal remote are added features that make the E15 the perfect choice. Available in various distinctive colors, these headphones accessorize your life with color and fun.","1,999.00",JBL E15 in-Ear Headphone Information,849.00,3.6 out of 5 stars,551 ratings,JBL E15 in-Ear Headphones with Mic (White),https://www.amazon.in/JBL-E15-Ear-Headphones-White/dp/B01MAX4FP6/ref=sr_1_936?dchild=1&qid=1594319213&s=electronics&sr=1-936&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'JBL'), ('Model', 'K951018'), ('Model Name', 'E15'), ('Model Year', '2016'), ('Item Weight', '86.2 g'), ('Product Dimensions', '1.2 x 2.5 x 2.2 cm'), ('Item model number', 'K951018'), ('Additional Features', 'with_microphone, tangle_free_cord'), ('Included Components', 'E15 headphones, Ear Tips (S, M, L), Pouch, Warning Card, Warranty Card'), ('Number Of Items', '1'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'with_microphone^tangle_free_cord'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Has Self Timer', 'No')],)","1,150.00 (58%)"
26% of reviews have 1 stars,6% of reviews have 2 stars,16% of reviews have 3 stars,14% of reviews have 4 stars,38% of reviews have 5 stars,You cna have this Renewed iBall Nano Earwear T9 BT Wireless in-Ear Headset with Mic .,"1,295.00",Product information,439.00,3.3 out of 5 stars,64 ratings,(Renewed) iBall Nano Earwear T9 BT Wireless in-Ear Headset with Mic (Black),https://www.amazon.in/Renewed-iBall-Nano-Earwear-Wireless/dp/B07STNCWZF/ref=sr_1_935?dchild=1&qid=1594319213&s=electronics&sr=1-935&x=10&y=7,ecomstars,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2J1POG6FXNT45&isAmazonFulfilled=1,"([('Brand', 'iBall'), ('Model', 'Nano Earwear T9-cr'), ('Item Weight', '40.8 g'), ('Product Dimensions', '2.4 x 2.1 x 2.5 cm'), ('Item model number', 'Nano Earwear T9-cr'), ('Hardware Platform', 'Smartphone'), ('Additional Features', 'in-ear'), ('Included Components', 'Number Of Items'), ('1', 'Headphones Form Factor'), ('In Ear', 'Batteries Included'), ('No', 'Batteries Required'), ('No', 'Battery Cell Composition'), ('Lithium Polymer', 'Connector Type'), ('Bluetooth', 'Material')],)",856.00 (66%)
,30% of reviews have 2 stars,"(None,)",30% of reviews have 4 stars,41% of reviews have 5 stars,"Featuring silicone earbuds and an around-the-neck design, these earphones from Clef help you enjoy your favourite form of music without compromising on comfort. Also, they boast a speaker resistance of 32 Ohms and a frequency response of 20 - 20000 Hz to deliver a sound that is rich in bass.","2,490.00",CLEF N100BTBLK in Ear Wireless Headphone Information,399.00,3.8 out of 5 stars,7 ratings,CLEF N100BTBLK in Ear Wireless Earphones with MIC- Black,https://www.amazon.in/CLEF-N100BTBLK-Wireless-Earphones-Black/dp/B07SF6YFT8/ref=sr_1_941_sspa?dchild=1&qid=1594319213&s=electronics&sr=1-941-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE5OVFHNUMwMVdERDkmZW5jcnlwdGVkSWQ9QTAzMjkyMDgyRE5OM0Q3UVRUSDZQJmVuY3J5cHRlZEFkSWQ9QTAyMTY0MzgxNlNRNE5QQVQ0Wk1RJndpZGdldE5hbWU9c3BfYnRmX2Jyb3dzZSZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,Audio Lifestyle,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1HBNI8LZM985H&isAmazonFulfilled=1,"([('Brand', 'CLEF'), ('Model', 'N100BTBLK'), ('Model Name', 'CLEF'), ('Item Weight', '54.4 g'), ('Product Dimensions', '17 x 9 x 3 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'N100BTBLK'), ('Additional Features', 'in-ear'), ('Included Components', '1  Earphone unit::1 micro charging cable::1 pouch:: 1 adjust ball::1 cable clip :: 2 size gels.'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth')],)","2,091.00 (84%)"
,4% of reviews have 2 stars,11% of reviews have 3 stars,44% of reviews have 4 stars,42% of reviews have 5 stars,"For those who like an elegant and modern design, Mizzle presents MZ-65 headphones, a new stereo headset that combines mobility, beauty, and excellent sound quality.","2,999.00",Wired Headphone Information,,4.2 out of 5 stars,17 ratings,"Wired Headphones, Mizzle MZ-65 On-Ear Stereo Sound Bass Portable Foldable Wired Headsets with Microphone and Volume Control for iPhone, Android Smartphones and Tablets (Black/Gold)",https://www.amazon.in/Headphones-Mizzle-Portable-Microphone-Smartphones/dp/B07CFWNPDY/ref=sr_1_934?dchild=1&qid=1594319213&s=electronics&sr=1-934&x=10&y=7,KPTrade,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A30QEB0GE3VO1T,"([('Brand', 'Mizzle'), ('Item part number', 'MZ-65'), ('Hardware Platform', 'Tablet, PC, Laptop, Smartphone, MP3 Player'), ('Additional Features', 'on-ear, collapsible'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'On Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired')],)","2,000.00 (67%)"
,"(None,)","(None,)","(None,)","(None,)","Waterproof design withstands your most intense workout. whatever the sweat, light rain, and accidental splashes it can easy to deal with.Battery is increased to provide up to 8 hours working time let you enjoy the wonderful music in travel and sports.Built-in magnet, Keep them on your neck when you don't need them to avoid losing them.With buttons on headphones, you can play/pause music, adjust volume, skip tracks, answer/end calls.","1,299.00",esportic® BT2 Bluetooth Headphone Information,299.00,"(None,)",,"esportic® BT2 Bluetooth Headphones,Wireless Earbuds Sweatproof Earphones Magnetic Attraction Stereo Headphones for Running Workout Gym Noise Cancelling",https://www.amazon.in/BT2-Headphones-Sweatproof-Attraction-Cancelling/dp/B08BWK73BT/ref=sr_1_942_sspa?dchild=1&qid=1594319213&s=electronics&sr=1-942-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE5OVFHNUMwMVdERDkmZW5jcnlwdGVkSWQ9QTAzMjkyMDgyRE5OM0Q3UVRUSDZQJmVuY3J5cHRlZEFkSWQ9QTA1NDcxODEyTzEwNDg4RUtWSVk5JndpZGdldE5hbWU9c3BfYnRmX2Jyb3dzZSZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,RMR ENTERPRISES,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2B76YSYV8FPO8,"([('Brand', 'esportic'), ('Model', 'BT2'), ('Item Weight', '4.54 g'), ('Product Dimensions', '12 x 10 x 20 cm'), ('Batteries:', '1 Nonstandard Battery batteries required. (included)'), ('Item model number', 'BT2'), ('Compatible Devices', 'sony, samsung, nokia, oneplus, samsung j7, oppo, vivo, redmi'), ('Additional Features', 'Battery backup -4 hrs, Noice canceling, waterproof'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '4 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'No'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth'), ('Material', 'plastic')],)","1,000.00 (77%)"
,"(None,)","(None,)",37% of reviews have 4 stars,63% of reviews have 5 stars,,"1,299.00",InOne Over The Ear high Bass Bluetooth Headphone Information,899.00,4.6 out of 5 stars,3 ratings,InOne Over The Ear high Bass Bluetooth Headset DualMode Compatible with All Mobiles and Desktops/Laptops,https://www.amazon.in/InOne-Over-high-Bluetooth-Headset/dp/B081H6BDHQ/ref=sr_1_933?dchild=1&qid=1594319213&s=electronics&sr=1-933&x=10&y=7,Inone India,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A259Q55FKHMUOA&isAmazonFulfilled=1,"([('Brand', 'IN ONE'), ('Item Weight', '4.54 g'), ('Package Dimensions', '22.1 x 19.9 x 4.7 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item part number', 'KST-900'), ('Hardware Platform', 'Laptop, Smartphone'), ('Additional Features', 'Over-Ear'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'Over Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium')],)",400.00 (31%)
