Vessel_Name,Flag,Callsign,Vessel_Type,AIS_Type,Year_Built,GT,DWT,Size_m
MARAN CONQUEROR,Greece,SVBO7,Bulk Carrier,Cargo ship,2012,90104,90104,292 / 45
OCEAN CAESAR,Panama,3ERO5,Bulk Carrier,Cargo ship,2008,90091,90091,289 / 45
CONTI CRYSTAL,Madeira,CQIF2,Container Ship,Cargo ship,2006,90449,90449,334 / 43
CONTI CORTESIA,Madeira,CQYJ,Container Ship,Cargo ship,2005,90449,90449,334 / 43
CONTI CONQUEST,Madeira,CQIF4,Container Ship,Cargo ship,2006,90449,90449,334 / 43
CMA CGM LA SCALA,Malta,9HA5044,Container Ship,Cargo ship (HAZ-A),2010,90931,90931,334 / 43
SAIKO,Panama,3FYT6,Bulk Carrier,Cargo ship,2010,90105,90105,289 / 45
CONTI CHIVALRY,Madeira,CQIB5,Container Ship,Cargo ship,2006,90449,90449,334 / 43
COSCO PHILIPPINES,Hong Kong,VRGM7,Container Ship,Cargo ship (HAZ-B),2010,91051,91051,334 / 43
CONTI CONTESSA,Madeira,CQIB6,Container Ship,Cargo ship (HAZ-A),2006,90449,90449,334 / 43
COSCO JAPAN,Hong Kong,VRFX5,Container Ship,Cargo ship (HAZ-A),2010,91051,91051,334 / 43
NIAN FENG HAI,China,BOCO,Bulk Carrier,Cargo ship,2008,91205,91205,292 / 45
ZIM NINGBO,Liberia,A8SI5,Container Ship,Cargo ship (HAZ-A),2009,91158,91158,334 / 43
CAPE JASMINE,Panama,HOJU,Bulk Carrier,Cargo ship,2012,91349,91349,292 / 45
ZHONG TENG HAI,China,BQAV,Bulk Carrier,Cargo ship,2009,91205,91205,292 / 45
COSCO KOREA,Hong Kong,VRGH3,Container Ship,Cargo ship,2010,91051,91051,334 / 43
BALTIC BEAR,Marshall Islands,V7QN4,Bulk Carrier,Cargo ship,2010,91373,91373,292 / 45
ZIM CHICAGO,Liberia,A8SI9,Container Ship,Cargo ship,2010,91158,91158,334 / 43
COSCO PRINCE RUPERT,Hong Kong,VRID6,Container Ship,Cargo ship (HAZ-A),2011,91051,91051,334 / 43
CARO,Liberia,A8VK5,Bulk Carrier,Cargo ship,2010,91373,91373,292 / 45
MINERAL DRAGON,Belgium,ONFN,Bulk Carrier,Cargo ship,2008,91373,91373,292 / 45
CAPE RAY,Marshall Islands,V7QS6,Bulk Carrier,Cargo ship,2007,91373,91373,292 / 45
MONEMVASIA,Malta,9HA3152,Bulk Carrier,Cargo ship,2009,91373,91373,292 / 45
PONTOTRITON,Marshall Islands,V7A2455,Bulk Carrier,Cargo ship,2007,91373,91373,292 / 45
COSCO VIETNAM,Hong Kong,VRID5,Container Ship,Cargo ship,2011,91051,91051,334 / 43
MALINDI,Malta,9HFS9,Bulk Carrier,Cargo ship,2008,91373,91373,292 / 45
STAR ANGIE,Liberia,D5VP3,Bulk Carrier,Cargo ship,2007,91373,91373,292 / 45
GENCO LONDON,Hong Kong,VRDF2,Bulk Carrier,Cargo ship,2007,91373,91373,292 / 45
CASTA DIVA,Malta,9HA3717,Bulk Carrier,Cargo ship,2011,91373,91373,292 / 45
TAMPA,Malta,9HHA9,Bulk Carrier,Cargo ship,2008,91373,91373,292 / 45
STELLA FLORA,Singapore,S6NY4,Bulk Carrier,Cargo ship,2012,91374,91374,292 / 45
EDWARD N,Liberia,A8XX7,Bulk Carrier,Cargo ship,2011,91374,91374,292 / 45
SEA POSEIDON,Marshall Islands,V7UI7,Bulk Carrier,Cargo ship,2011,91374,91374,292 / 45
UNIQUE CARRIER,Hong Kong,VRCV5,Bulk Carrier,Cargo ship,2007,91384,91384,292 / 45
PING MAY,Liberia,A8VM4,Bulk Carrier,Cargo ship,2010,91385,91385,292 / 45
MSXT TRINITY,Panama,3ENF5,Bulk Carrier,Cargo ship,2010,91385,91385,292 / 45
CAPE FUSHEN,Panama,3EQS,Bulk Carrier,Cargo ship,2008,91384,91384,292 / 45
FLAG SEAMAN,Malta,9HA3168,Bulk Carrier,Cargo ship,2013,91374,91374,292 / 45
BULK SPAIN,Liberia,A8VL9,Bulk Carrier,Cargo ship,2011,91412,91412,292 / 45
GUO MAY,Liberia,A8VM6,Bulk Carrier,Cargo ship,2011,91412,91412,292 / 45
ZHONG MAY,Liberia,A8VM5,Bulk Carrier,Cargo ship,2011,91412,91412,292 / 45
FRONTIER DISCOVERY,Japan,7JPS,Bulk Carrier,Cargo ship,2010,91467,91467,290 / 45
VEGA DREAM,Panama,H3GH,Bulk Carrier,Cargo ship,2010,91468,91468,290 / 45
CMA CGM SAMSON,Malta,9HA2907,Container Ship,Cargo ship (HAZ-A),2011,91498,91498,335 / 43
CMA CGM MELISANDE,Malta,9HA2954,Container Ship,Cargo ship,2012,91498,91498,335 / 43
UNITED BREEZE,Panama,3EZG7,Bulk Carrier,Cargo ship,2012,92752,92752,292 / 45
MV FRONTIER MIRAGE,Panama,3FMZ2,Bulk Carrier,Cargo ship,2011,92752,92752,292 / 45
ORANGE TIGER,Panama,3FXI7,Bulk Carrier,Cargo ship,2011,92752,92752,292 / 45
CAPE JACARANDA,Panama,3EWN8,Bulk Carrier,Cargo ship,2011,92752,92752,292 / 45
CAPE PEONY,Panama,3FDX6,Bulk Carrier,Cargo ship,2012,92752,92752,292 / 45
BERGE ISHIZUCHI,Panama,3FQK2,Bulk Carrier,Cargo ship,2011,92752,92752,292 / 45
BERGE TSURUGI,Liberia,D5UF3,Bulk Carrier,Cargo ship,2012,92752,92752,292 / 32
MOUNT DAMPIER,Liberia,D5GS9,Bulk Carrier,Cargo ship,2011,92752,92752,292 / 45
YUMETAMOU,Panama,3FHC9,Bulk Carrier,Cargo ship,2012,92752,92752,292 / 45
SEA TRIUMPH,Panama,3EZA9,Bulk Carrier,Cargo ship,2012,92752,92752,292 / 45
SEATTLE SLEW,Panama,3FMN9,Bulk Carrier,Cargo ship,2010,92758,92758,292 / 45
LOWLANDS SUNRISE,Panama,3FTM7,Bulk Carrier,Cargo ship,2011,92752,92752,292 / 45
ALPHA HOPE,Marshall Islands,V7ZL2,Bulk Carrier,Cargo ship,2011,92758,92758,292 / 45
CAPE ARMERIA,Panama,3EVR2,Bulk Carrier,Cargo ship,2013,92758,92758,292 / 45
CSSC WAN MEI,Hong Kong,VRLM6,Bulk Carrier,Cargo ship,2012,91387,91387,292 / 45
UNITED ADVENTURE,Panama,3EXX6,Bulk Carrier,Cargo ship,2012,92822,92822,292 / 45
CAPE AGNES,Panama,3FCK8,Bulk Carrier,Cargo ship,2010,92752,92752,292 / 45
LINDA HOPE,Panama,3FXU7,Bulk Carrier,Cargo ship,2011,92758,92758,292 / 45
GLOBAL TALENT,Panama,-,Bulk Carrier,Cargo ship,2012,92839,92839,292 / 45
ISLAND PRINCESS,Bermuda,ZCDG4,Passenger (Cruise) Ship,Passenger ship,2003,92822,92822,294 / 32
AQUAMARIE,Liberia,D5PG9,Bulk Carrier,Cargo ship,2012,92865,92865,292 / 45
SK SUPREME,Korea,D7SO,LNG Tanker,Tanker,2000,92866,92866,279 / 43
