User_Name,Rating,Rating_Title,Reviewed_Date,Review_Context,Helpful_Count
Manjunatha. S,5.0 out of 5 stars,Good mobile,Reviewed in India on 6 November 2019,<span>Good one</span>,10 people found this helpful
BK,5.0 out of 5 stars,Redmi Note 8 Pro : Your Typical Redmi Note Gets A Premium Makeover,Reviewed in India on 7 November 2019,"<span>1)Thus, the Redmi Note 8 Pro happens to be Xiaomi's first smartphone with a 64MP Samsung sensor, a 'gaming-oriented' MediaTek Helio G90T chipset powering the device instead of the usual Qualcomm mid-range chipset, and a battery unit that has been increased to 4500mAh.<br><br>2)That said, the rivalry between Xiaomi and Realme has picked up frantic pace over the course of 2019, with both companies trying to outpace the other at every step. Having been the brand that has stood at the summit of India's smartphone market for eight straight quarters, the company certainly doesn't want to lose out relative newbies.<br><br>3)Realme, meanwhile, is breaking records of its own, gaining a market share of 9% within just 15 months of existence. So does the Redmi Note 8 Pro do enough to warrant the spotlight for yet another iteration? Read on to find out.<br>,Build and Design<br><br>4)The Redmi Note 8 Pro is hands-down the most attractive looking Redmi Note series phone till date. It's striking but not over the top and that's precisely why I've loved how Xiaomi's gone about the design here. It's also worth noting that Xiaomi's typically been a brand that doesn't revise their product designs often enough. They changed that with the Redmi Note 7 Pro earlier this year and eight months down the line, they've changed it up again: this time, adding it a little more oomph to the mix.<br><br>A Good Display That Could Have Been Better<br><br>On the front, the Redmi Note 8 Pro gets a 6.53-inch FHD+ IPS LCD panel. The screen itself is seemingly identical to what Xiaomi fielded in this segment earlier this year, and you get decent colors and zero issues with sunlight legibility. But when you pay attention to competition though, namely, the Realme XT, you do get an AMOLED screen that has more vibrant colors.<br><br>The reason why the comparison between LCD and OLED comes up every time is because black levels and contrast aren’t exactly as good on an LCD panel as the AMOLED screen on the Realme XT. However, the difference in quality isn’t huge either. The panel on the Redmi Note 8 Pro is just as good as LCD panels get and if you're someone who streams a ton of video content on your phone, you'll definitely have a great experience.<br><br>Redmi Note 8 Pro: Performance and Software<br><br>Xiaomi definitely raised eyebrows when they decided to go with a Mediatek SoC in the Note 8 Pro despite the Qualcomm Snapdragon 675 doing an excellent job in the Redmi Note 7 Pro. In fact, it was a big risk and the scales could have tipped either way. But as it turns out, this was a brilliant decision on Xiaomi’s part as the Mediatek Helio G90T delivers every ounce of muscle you'd expect from it and more. This is by far the most powerful on any phone priced under INR 17-18,000, one that certainly caters to all the PUBG-walas out there.<br><br>Redmi Note 8 Pro: You Didn't Need To Throw In Four Cameras In There Xiaomi<br><br>Rear:<br><br>64MP f/1.79 Primary<br>8MP f/2.2 Ultra-wide angle lens<br>2MP Macro Lens with focus upto 2cm<br>2MP depth sensor<br><br>Front: 20MP f/2.0 Selfie shooter</span>",5 people found this helpful
rejul,1.0 out of 5 stars,Heat sink does not work,Reviewed in India on 13 November 2019,<span>Heating issues<br>Phone always heats<br>The right top corner always heats for above 45°c</span>,10 people found this helpful
shreya,1.0 out of 5 stars,No EMI..total amount comes in bill,Reviewed in India on 17 November 2019,<span>I select No COST EMI option when purchased but total amount reflect in my bill..</span>,10 people found this helpful
Ashish mishra,5.0 out of 5 stars,Redmi note 8 pro Great phone,Reviewed in India on 6 November 2019,<span>Mi again proven they are cham in this mid range segment amazing everything is so perfect awesome camera n powerful processor</span>,
madhusudan,1.0 out of 5 stars,Defective proximity censor,Reviewed in India on 14 November 2019,"<span>Phone is nice but I am facing one problem that proximity sensor seems to be defective,the screen gets turned off during or receiving call,you are not able to close a call at all.you have to turned off the phone and restart it again,very frustrating experience.</span>",7 people found this helpful
ajay prajapati,1.0 out of 5 stars,Poor mobile don't buy vivo s1 good for this mobile,Reviewed in India on 2 December 2019,<span>Don't buy this phone is use FB msnger and video call not minimize feature options then front cameras video call time very poor better buy vivo s1 or A9 5050  better fast down already 3 mobile same company buy n return really cheap mobile only midiatak chipset told and features show under 15 k this mobile but really poor all i call mi center this person told please if u want buy vivo there all fature available nice mi center nice help please dont west money</span>,6 people found this helpful
Nandakumar,5.0 out of 5 stars,Camera performance is wonderful,Reviewed in India on 10 November 2019,<span>Micro camera is really greatfull i love this smartphone</span>,
supriya shrivastava,1.0 out of 5 stars,Defective Battery draining too fast,Reviewed in India on 24 January 2020,"<span>Facing battery draining issue since last 2 days. 100% fully charged battery drained to 10% in just 5hrs without any heavy usage, In spite of having 4500 mah battery. No calls attended, no gaming, used data for just updating apps and installation. I would say my usage is below average and still i am facing this issue. Even I do have redmi note 7 pro bought from flipkart and it's been 1 year and the performance and battery backup is better than this. Watching cricket on hotstar, took 5 calls for 2, 3 hrs long and still it has 65% battery. I am sure this is a defective product and customer care doesn't care ....I called them 3 times and they told me to perform battery calibration test I did that and already factory data rest and clear the caches still it is draining way too fast. They have provided me a defective piece and not letting me return or replace. On asking they told me that they have to follow procedure and will send technician and he will not be available till 27. I asked them to speak to their supervisor and as expected I was told that all the seniors are busy right now. Very dissappointed with amazon. I need my refund.</span>",5 people found this helpful
Krish Khandor,1.0 out of 5 stars,Received a defective mobile had to waste lot of time to make sure my phone gets exchanged,Reviewed in India on 10 November 2019,<span>Best phone had received a defective mobile had to waste all time to get it inspected and follow up to make sure I do not have to pay for this worst company’ no quality check. I guess this Chinese firm takes Indian for granted</span>,8 people found this helpful
Ajay Sharma,1.0 out of 5 stars,Too much heating,Reviewed in India on 7 November 2019,<span>Too much heating problem befkoof banaya hai logo ko cooling system LGA hai</span>,10 people found this helpful
Dipika,5.0 out of 5 stars,Awesome 🤩❤️,Reviewed in India on 6 November 2019,<span>Awesomeness</span>,
M V Sudheer,3.0 out of 5 stars,Buy but considering heating issues for hard-core gamers.,Reviewed in India on 8 November 2019,<span>Pros<br>Camera's<br>Performance<br>MIUI<br>Build Quality<br>Infrared<br><br>Cons<br>Heating in heavy gaming</span>,7 people found this helpful
Amazon Customer,5.0 out of 5 stars,Flagship experience😍,Reviewed in India on 6 November 2019,<span>Mi Note 8 pro is the best smartphone ever. 64 MP Camera is the amazing feature and also night mode and it has high capacity to play bigger games without lag.</span>,
Ravindra Kontham,2.0 out of 5 stars,Bakwaas,Reviewed in India on 17 November 2019,<span>All hype little Substance! It is a normal phone and a bit bulky when compared to other similar phone's. The Alexa function is just a gimmick as we already have Google assistant! Better put 3k more and buy K20 which is much sleek and good looking with a great camera. Don't waste your money on this Brick and go for K20</span>,5 people found this helpful
Lovepreet singh,1.0 out of 5 stars,Need to remove bugs and ads,Reviewed in India on 8 December 2019,"<span>Well everything on this phone was good but now i am using this for 20 days now it showing some bugs like.  Sometimes YouTube app freezed totally as well as my network Stops working like i have jio tower near my house like its 1km away from me but still i got network disconnections secondly, screen seems dull like its a ips but amoled is far away good from this nextly, Camara bumb and heating problem if i play pubg for 1hour it takes 30-35% and phone heats somuch imagine this is month of December what will happen in june-july . Camara is wrost in night although in day its good , ir blaster works sometimes and sometimes not . Looks are great like i never removed my back cover but still the side alluminium frame started to be dull . Ads 🥴 i turn off recomdetions many a times in apps but it again shows ads urs notification panel will always filled with ads 😂 wth we are paying for ads</span>",5 people found this helpful
Rachit Acharya,5.0 out of 5 stars,Value for money,Reviewed in India on 13 November 2019,<span>Really impressed by camera quality in this price range. Battery back up is also good. One must go for it if they don't want to spend too much.</span>,8 people found this helpful
